scale_GeV,coefficient
8491,0.9907023287534396
8541,0.9906902937541349
8591,0.9906783290038838
8641,0.9906664336873466
8691,0.9906546070032969
8741,0.9906428481642972
8791,0.9906311563963842
8841,0.9906195309387638
8891,0.9906079710435132
8941,0.9905964759752927
8991,0.9905850450110649
9041,0.9905736774398217
9091,0.990562372562319
9141,0.9905511296908187
9191,0.9905399481488373
9241,0.990528827270902
9291,0.9905177664023129
9341,0.990506764898912
9391,0.9904958221268574
9441,0.9904849374624048
9491,0.9904741102916941
9541,0.9904633400105411
9591,0.9904526260242363
9641,0.9904419677473466
9691,0.9904313646035241
9741,0.9904208160253187
9791,0.9904103214539965
9841,0.9903998803393614
9891,0.9903894921395827
9941,0.9903791563210257
9991,0.990368872358088
10041,0.9903586397330385
10091,0.9903484579358611
10141,0.9903383264641026
10191,0.9903282448227233
10241,0.9903182125239524
10291,0.9903082290871458
10341,0.9902982940386486
10391,0.9902884069116598
10441,0.9902785672461007
10491,0.9902687745884868
10541,0.990259028491802
10591,0.9902493285153762
10641,0.9902396742247661
10691,0.9902300651916379
10741,0.9902205009936538
10791,0.9902109812143602
10841,0.9902015054430792
10891,0.990192073274802
10941,0.9901826843100854
10991,0.9901733381549499
11041,0.9901640344207806
11091,0.9901547727242307
11141,0.9901455526871259
11191,0.9901363739363724
11241,0.9901272361038663
11291,0.9901181388264044
11341,0.9901090817455983
11391,0.9901000645077891
11441,0.9900910867639652
11491,0.9900821481696805
11541,0.9900732483849757
11591,0.9900643870743002
11641,0.9900555639064369
11691,0.990046778554427
11741,0.9900380306954981
11791,0.9900293200109926
11841,0.9900206461862981
11891,0.9900120089107797
11941,0.9900034078777121
11991,0.9899948427842156
12041,0.9899863133311912
12091,0.9899778192232584
12141,0.9899693601686934
12191,0.9899609358793694
12241,0.9899525460706974
12291,0.9899441904615686
12341,0.989935868774298
12391,0.9899275807345691
12441,0.9899193260713792
12491,0.9899111045169867
12541,0.9899029158068589
12591,0.9898947596796204
12641,0.989886635877004
12691,0.9898785441438007
12741,0.9898704842278125
12791,0.9898624558798041
12841,0.9898544588534578
12891,0.9898464929053274
12941,0.989838557794794
12991,0.9898306532840224
13041,0.9898227791379185
13091,0.9898149351240866
13141,0.9898071210127892
13191,0.9897993365769063
13241,0.9897915815918954
13291,0.989783855835753
13341,0.9897761590889766
13391,0.9897684911345268
13441,0.989760851757791
13491,0.9897532407465475
13541,0.989745657890929
13591,0.9897381029833898
13641,0.9897305758186699
13691,0.9897230761937623
13741,0.9897156039078806
13791,0.9897081587624258
13841,0.9897007405609552
13891,0.9896933491091514
13941,0.9896859842147913
13991,0.9896786456877165
14041,0.9896713333398035
14091,0.9896640469849354
14141,0.9896567864389725
14191,0.9896495515197251
14241,0.9896423420469261
14291,0.9896351578422036
14341,0.9896279987290547
14391,0.9896208645328194
14441,0.9896137550806552
14491,0.9896066702015117
14541,0.9895996097261059
14591,0.9895925734868987
14641,0.9895855613180695
14691,0.9895785730554945
14741,0.9895716085367221
14791,0.9895646676009516
14841,0.98955775008901
14891,0.9895508558433305
14941,0.9895439847079304
14991,0.989537136528391
15041,0.9895303111518359
15091,0.9895235084269105
15141,0.9895167282037626
15191,0.9895099703340218
15241,0.9895032346707805
15291,0.9894965210685744
15341,0.9894898293833643
15391,0.9894831594725164
15441,0.9894765111947854
15491,0.9894698844102954
15541,0.989463278980523
15591,0.9894566947682797
15641,0.9894501316376947
15691,0.9894435894541981
15741,0.9894370680845045
15791,0.9894305673965965
15841,0.9894240872597089
15891,0.9894176275443125
15941,0.9894111881220993
15991,0.9894047688659663
16041,0.9893983696500012
16091,0.9893919903494672
16141,0.9893856308407885
16191,0.9893792910015358
16241,0.9893729707104124
16291,0.9893666698472403
16341,0.9893603882929461
16391,0.989354125929548
16441,0.9893478826401418
16491,0.9893416583088891
16541,0.9893354528210025
16591,0.989329266062735
16641,0.9893230979213656
16691,0.9893169482851883
16741,0.9893108170434994
16791,0.9893047040865857
16841,0.9892986093057125
16891,0.989292532593112
16941,0.9892864738419725
16991,0.9892804329464264
17041,0.9892744098015392
17091,0.989268404303299
17141,0.989262416348605
17191,0.9892564458352578
17241,0.9892504926619483
17291,0.9892445567282474
17341,0.989238637934596
17391,0.989232736182295
17441,0.9892268513734955
17491,0.9892209834111888
17541,0.9892151321991969
17591,0.9892092976421631
17641,0.9892034796455429
17691,0.9891976781155942
17741,0.9891918929593688
17791,0.9891861240847034
17841,0.9891803714002105
17891,0.9891746348152698
17941,0.9891689142400198
17991,0.9891632095853495
18041,0.9891575207628894
18091,0.989151847685004
18141,0.9891461902647833
18191,0.9891405484160353
18241,0.9891349220532769
18291,0.9891293110917281
18341,0.9891237154473022
18391,0.9891181350366
18441,0.989112569776901
18491,0.9891070195861573
18541,0.9891014843829851
18591,0.9890959640866585
18641,0.9890904586171017
18691,0.9890849678948826
18741,0.989079491841206
18791,0.989074030377906
18841,0.9890685834274401
18891,0.9890631509128823
18941,0.9890577327579166
18991,0.9890523288868307
19041,0.9890469392245093
19091,0.9890415636964281
19141,0.9890362022286479
19191,0.9890308547478076
19241,0.9890255211811194
19291,0.9890202014563617
19341,0.989014895501874
19391,0.9890096032465507
19441,0.9890043246198359
19491,0.9889990595517169
19541,0.9889938079727192
19591,0.9889885698139013
19641,0.9889833450068485
19691,0.9889781334836681
19741,0.9889729351769839
19791,0.988967750019931
19841,0.9889625779461506
19891,0.988957418889785
19941,0.9889522727854725
19991,0.9889471395683423
20041,0.9889420191740103
20091,0.9889369115385729
20141,0.9889318165986035
20191,0.9889267342911473
20241,0.9889216645537164
20291,0.9889166073242857
20341,0.9889115625412875
20391,0.9889065301436083
20441,0.9889015100705831
20491,0.9888965022619916
20541,0.9888915066580539
20591,0.988886523199426
20641,0.9888815518271961
20691,0.9888765924828792
20741,0.9888716451084145
20791,0.9888667096461603
20841,0.9888617860388902
20891,0.9888568742297894
20941,0.9888519741624503
20991,0.9888470857808691
21041,0.9888422090294416
21091,0.9888373438529595
21141,0.9888324901966068
21191,0.9888276480059559
21241,0.988822817226964
21291,0.9888179978059694
21341,0.9888131896896882
21391,0.9888083928252106
21441,0.9888036071599972
21491,0.9887988326418756
21541,0.9887940692190378
21591,0.9887893168400353
21641,0.9887845754537773
21691,0.9887798450095263
21741,0.9887751254568953
21791,0.9887704167458448
21841,0.9887657188266791
21891,0.9887610316500434
21941,0.988756355166921
21991,0.9887516893286296
22041,0.9887470340868186
22091,0.9887423893934665
22141,0.9887377552008769
22191,0.9887331314616766
22241,0.988728518128812
22291,0.9887239151555467
22341,0.9887193224954584
22391,0.9887147401024359
22441,0.9887101679306769
22491,0.9887056059346846
22541,0.9887010540692657
22591,0.9886965122895268
22641,0.9886919805508727
22691,0.988687458809003
22741,0.98868294701991
22791,0.988678445139876
22841,0.9886739531254707
22891,0.9886694709335484
22941,0.9886649985212462
22991,0.9886605358459811
23041,0.9886560828654474
23091,0.9886516395376147
23141,0.9886472058207253
23191,0.9886427816732918
23241,0.988638367054095
23291,0.9886339619221814
23341,0.9886295662368609
23391,0.9886251799577046
23441,0.9886208030445428
23491,0.9886164354574623
23541,0.9886120771568044
23591,0.9886077281031634
23641,0.9886033882573834
23691,0.9885990575805567
23741,0.9885947360340219
23791,0.9885904235793614
23841,0.9885861201783999
23891,0.9885818257932015
23941,0.9885775403860687
23991,0.9885732639195398
24041,0.9885689963563871
24091,0.9885647376596147
24141,0.9885604877924572
24191,0.9885562467183772
24241,0.9885520144010634
24291,0.9885477908044296
24341,0.9885435758926114
24391,0.9885393696299659
24441,0.9885351719810688
24491,0.9885309829107128
24541,0.9885268023839066
24591,0.988522630365872
24641,0.988518466822043
24691,0.9885143117180638
24741,0.988510165019787
24791,0.988506026693272
24841,0.9885018967047836
24891,0.9884977750207898
24941,0.9884936616079607
24991,0.9884895564331665
25041,0.988485459463476
25091,0.9884813706661554
25141,0.9884772900086659
25191,0.9884732174586631
25241,0.9884691529839947
25291,0.9884650965526995
25341,0.9884610481330055
25391,0.9884570076933288
25441,0.9884529752022715
25491,0.9884489506286211
25541,0.9884449339413484
25591,0.988440925109606
25641,0.9884369241027277
25691,0.9884329308902259
25741,0.9884289454417913
25791,0.9884249677272908
25841,0.9884209977167665
25891,0.9884170353804342
25941,0.9884130806886822
25991,0.9884091336120695
26041,0.9884051941213251
26091,0.9884012621873467
26141,0.9883973377811986
26191,0.9883934208741114
26241,0.9883895114374802
26291,0.9883856094428634
26341,0.9883817148619815
26391,0.9883778276667159
26441,0.9883739478291078
26491,0.9883700753213567
26541,0.9883662101158195
26591,0.988362352185009
26641,0.9883585015015931
26691,0.9883546580383933
26741,0.9883508217683838
26791,0.9883469926646904
26841,0.9883431707005887
26891,0.9883393558495042
26941,0.9883355480850098
26991,0.988331747380826
27041,0.9883279537108189
27091,0.9883241670489995
27141,0.9883203873695225
27191,0.9883166146466856
27241,0.9883128488549277
27291,0.9883090899688286
27341,0.9883053379631077
27391,0.9883015928126229
27441,0.9882978544923696
27491,0.9882941229774799
27541,0.9882903982432213
27591,0.9882866802649961
27641,0.98828296901834
27691,0.9882792644789216
27741,0.9882755666225407
27791,0.9882718754251283
27841,0.988268190862745
27891,0.9882645129115804
27941,0.9882608415479517
27991,0.9882571767483037
28041,0.9882535184892067
28091,0.9882498667473566
28141,0.9882462214995736
28191,0.9882425827228012
28241,0.9882389503941056
28291,0.9882353244906745
28341,0.9882317049898168
28391,0.9882280918689611
28441,0.9882244851056553
28491,0.9882208846775653
28541,0.9882172905624751
28591,0.9882137027382847
28641,0.9882101211830103
28691,0.9882065458747831
28741,0.9882029767918484
28791,0.9881994139125653
28841,0.988195857215405
28891,0.988192306678951
28941,0.9881887622818977
28991,0.9881852240030499
29041,0.988181691821322
29091,0.988178165715737
29141,0.9881746456654265
29191,0.9881711316496287
29241,0.988167623647689
29291,0.9881641216390582
29341,0.9881606256032928
29391,0.988157135520053
29441,0.9881536513691035
29491,0.9881501731303113
29541,0.9881467007836463
29591,0.9881432343091796
29641,0.9881397736870834
29691,0.9881363188976302
29741,0.988132869921192
29791,0.9881294267382398
29841,0.9881259893293427
29891,0.9881225576751675
29941,0.9881191317564781
29991,0.9881157115541342
1000,0.9950868545671536
