scale_GeV,coefficient
191,1.0553099533441912
241,1.054188751323758
291,1.0532796986848683
341,1.0525151441233997
391,1.0518553890638918
441,1.0512751361515194
491,1.0507572691148288
541,1.050289665914526
591,1.0498634268481422
641,1.0494718248365684
691,1.0491096511504994
741,1.0487727902741197
791,1.048457933880706
841,1.0481623826356432
891,1.047883905328669
941,1.0476206365196985
991,1.0473710007150197
1041,1.0471336552269332
1091,1.0469074464508832
1141,1.0466913759482916
1191,1.0464845738090551
1241,1.0462862774956958
1291,1.0460958148688417
1341,1.0459125904399384
1391,1.0457360741417974
1441,1.0455657920831087
1491,1.0454013188806128
1541,1.0452422712565066
1591,1.0450883026585454
1641,1.0449390987128626
1691,1.0447943733594733
1741,1.044653865551047
1791,1.0445173364192102
1841,1.0443845668311151
1891,1.044255355273491
1941,1.0441295160128896
1991,1.044006877489957
2041,1.0438872809128923
2091,1.0437705790211642
2141,1.0436566349953298
2191,1.0435453214927226
2241,1.0434365197919562
2291,1.043330119031838
2341,1.0432260155324589
2391,1.0431241121880332
2441,1.0430243179225844
2491,1.0429265472008193
2541,1.0428307195876194
2591,1.042736759350453
2641,1.0426445950997965
2691,1.0425541594632743
2741,1.042465388789805
2791,1.0423782228804868
2841,1.0422926047433823
2891,1.0422084803696952
2941,1.0421257985291386
2991,1.0420445105825555
3041,1.0419645703100722
3091,1.0418859337532669
3141,1.0418085590700028
3191,1.041732406400725
3241,1.0416574377451533
3291,1.0415836168484138
3341,1.0415109090957573
3391,1.0414392814150977
3441,1.0413687021866833
3491,1.0412991411592847
3541,1.0412305693723434
3591,1.0411629590835771
3641,1.0410962837015925
3691,1.0410305177230927
3741,1.0409656366743096
3791,1.0409016170563257
3841,1.0408384362939764
3891,1.0407760726880593
3941,1.040714505370592
3991,1.0406537142628935
4041,1.040593680036273
4091,1.040534384075136
4141,1.0404758084423336
4191,1.040417935846589
4241,1.0403607496118568
4291,1.0403042336484774
4341,1.0402483724260037
4391,1.0401931509475821
4441,1.040138554725785
4491,1.0400845697597967
4541,1.040031182513861
4591,1.0399783798969093
4641,1.039926149243294
4691,1.0398744782945504
4741,1.0398233551821299
4791,1.0397727684110354
4841,1.039722706844308
4891,1.0396731596883106
4941,1.0396241164787605
4991,1.0395755670674622
5041,1.0395275016097063
5091,1.039479910552286
5141,1.039432784622102
5191,1.0393861148153167
5241,1.0393398923870303
5291,1.0392941088414456
5341,1.0392487559224959
5391,1.0392038256049099
5441,1.0391593100856877
5491,1.0391152017759688
5541,1.0390714932932672
5591,1.039028177454055
5641,1.038985247266677
5691,1.0389426959245784
5741,1.038900516799827
5791,1.0388587034369183
5841,1.0388172495468448
5891,1.0387761490014205
5941,1.0387353958278418
5991,1.0386949842034812
6041,1.038654908450892
6091,1.0386151630330234
6141,1.038575742548628
6191,1.038536641727857
6241,1.038497855428033
6291,1.0384593786295904
6341,1.0384212064321765
6391,1.0383833340509063
6441,1.0383457568127636
6491,1.0383084701531402
6541,1.0382714696125082
6591,1.0382347508332195
6641,1.0381983095564258
6691,1.0381621416191147
6741,1.0381262429512546
6791,1.0380906095730473
6841,1.0380552375922798
6891,1.0380201232017727
6941,1.0379852626769213
6991,1.0379506523733253
7041,1.037916288724501
7091,1.037882168239678
7141,1.037848287501669
7191,1.0378146431648174
7241,1.0377812319530144
7291,1.0377480506577845
7341,1.0377150961364368
7391,1.0376823653102782
7441,1.0376498551628885
7491,1.037617562738451
7541,1.0375854851401405
7591,1.037553619528564
7641,1.037521963120252
7691,1.0374905131861996
7741,1.037459267050455
7791,1.0374282220887532
7841,1.037397375727193
7891,1.0373667254409566
7941,1.0373362687530698
7991,1.0373060032332
8041,1.0372759264964937
8091,1.0372460362024476
8141,1.037216330053816
8191,1.0371868057955518
8241,1.037157461213779
8291,1.0371282941347966
8341,1.0370993024241115
8391,1.037070483985503
8441,1.0370418367601109
8491,1.0370133587255554
8541,1.0369850478950784
8591,1.036956902316713
8641,1.0369289200724743
8691,1.0369010992775778
8741,1.036873438079675
8791,1.0368459346581143
8841,1.0368185872232223
8891,1.0367913940156046
8941,1.0367643533054665
8991,1.0367374633919526
9041,1.0367107226025056
9091,1.0366841292922413
9141,1.0366576818433415
9191,1.0366313786644634
9241,1.036605218190166
9291,1.0365791988803492
9341,1.0365533192197118
9391,1.0365275777172205
9441,1.0365019729055944
9491,1.0364765033408045
9541,1.0364511676015835
9591,1.036425964288951
9641,1.036400892025749
9691,1.0363759494561913
9741,1.0363511352454229
9791,1.0363264480790917
9841,1.0363018866629303
9891,1.0362774497223495
9941,1.036253136002041
9991,1.0362289442655905
10041,1.0362048732951004
10091,1.0361809218908218
10141,1.0361570888707963
10191,1.0361333730705047
10241,1.0361097733425273
10291,1.0360862885562092
10341,1.0360629175973364
10391,1.0360396593678178
10441,1.036016512785376
10491,1.0359934767832453
10541,1.0359705503098762
10591,1.0359477323286475
10641,1.0359250218175855
10691,1.035902417769089
10741,1.0358799191896606
10791,1.0358575250996456
10841,1.0358352345329755
10891,1.035813046536918
10941,1.0357909601718325
10991,1.0357689745109318
11041,1.0357470886400482
11091,1.0357253016574055
11141,1.0357036126733967
11191,1.0356820208103654
11241,1.0356605252023923
11291,1.035639124995088
11341,1.0356178193453887
11391,1.0355966074213558
11441,1.0355754884019832
11491,1.0355544614770047
11541,1.0355335258467084
11591,1.0355126807217536
11641,1.0354919253229933
11691,1.0354712588812982
11741,1.0354506806373862
11791,1.0354301898416551
11841,1.0354097857540194
11891,1.035389467643748
11941,1.035369234789309
11991,1.0353490864782158
12041,1.0353290220068752
12091,1.0353090406804413
12141,1.0352891418126706
12191,1.0352693247257805
12241,1.0352495887503113
12291,1.03522993322499
12341,1.035210357496597
12391,1.0351908609198368
12441,1.0351714428572099
12491,1.0351521026788875
12541,1.0351328397625892
12591,1.0351136534934626
12641,1.0350945432639662
12691,1.035075508473753
12741,1.0350565485295582
12791,1.0350376628450872
12841,1.0350188508409086
12891,1.0350001119443455
12941,1.034981445589372
12991,1.0349628512165108
13041,1.0349443282727315
13091,1.0349258762113538
13141,1.034907494491948
13191,1.0348891825802427
13241,1.03487093994803
13291,1.0348527660730746
13341,1.0348346604390237
13391,1.03481662253532
13441,1.034798651857114
13491,1.0347807479051798
13541,1.0347629101858324
13591,1.0347451382108452
13641,1.0347274314973702
13691,1.0347097895678594
13741,1.0346922119499868
13791,1.0346746981765738
13841,1.0346572477855136
13891,1.0346398603196985
13941,1.0346225353269476
13991,1.0346052723599373
14041,1.0345880709761308
14091,1.0345709307377107
14141,1.0345538512115118
14191,1.0345368319689559
14241,1.0345198725859868
14291,1.034502972643007
14341,1.0344861317248157
14391,1.0344693494205468
14441,1.0344526253236102
14491,1.0344359590316308
14541,1.0344193501463923
14591,1.034402798273779
14641,1.0343863030237193
14691,1.034369864010132
14741,1.034353480850871
14791,1.0343371531676717
14841,1.0343208805861
14891,1.0343046627354995
14941,1.0342884992489407
14991,1.034272389763173
15041,1.034256333918573
15091,1.0342403313590989
15141,1.0342243817322416
15191,1.0342084846889787
15241,1.034192639883728
15291,1.0341768469743036
15341,1.03416110562187
15391,1.0341454154909004
15441,1.034129776249132
15491,1.0341141875675248
15541,1.0340986491202198
15591,1.0340831605844978
15641,1.03406772164074
15691,1.0340523319723873
15741,1.034036991265903
15791,1.0340216992107323
15841,1.0340064554992663
15891,1.0339912598268042
15941,1.033976111891517
15991,1.0339610113944113
16041,1.0339459580392936
16091,1.0339309515327366
16141,1.0339159915840435
16191,1.0339010779052147
16241,1.033886210210915
16291,1.0338713882184405
16341,1.0338566116476862
16391,1.0338418802211142
16441,1.0338271936637229
16491,1.0338125517030154
16541,1.0337979540689706
16591,1.0337834004940112
16641,1.0337688907129763
16691,1.0337544244630912
16741,1.033740001483939
16791,1.0337256215174333
16841,1.0337112843077891
16891,1.033696989601497
16941,1.033682737147295
16991,1.0336685266961427
17041,1.0336543580011954
17091,1.0336402308177777
17141,1.0336261449033581
17191,1.0336121000175253
17241,1.0335980959219622
17291,1.0335841323804218
17341,1.033570209158704
17391,1.0335563260246314
17441,1.0335424827480268
17491,1.0335286791006892
17541,1.0335149148563718
17591,1.0335011897907604
17641,1.0334875036814501
17691,1.033473856307925
17741,1.0334602474515362
17791,1.0334466768954804
17841,1.0334331444247802
17891,1.0334196498262629
17941,1.0334061928885407
17991,1.0333927734019903
18041,1.0333793911587343
18091,1.0333660459526208
18141,1.0333527375792053
18191,1.0333394658357309
18241,1.0333262305211106
18291,1.033313031435909
18341,1.0332998683823233
18391,1.033286741164167
18441,1.033273649586851
18491,1.033260593457367
18541,1.0332475725842707
18591,1.0332345867776636
18641,1.033221635849178
18691,1.03320871961196
18741,1.033195837880653
18791,1.033182990471382
18841,1.033170177201738
18891,1.0331573978907622
18941,1.0331446523589307
18991,1.0331319404281394
19041,1.0331192619216896
19091,1.0331066166642717
19141,1.0330940044819532
19191,1.0330814252021614
19241,1.033068878653672
19291,1.0330563646665925
19341,1.0330438830723507
19391,1.0330314337036801
19441,1.0330190163946056
19491,1.033006630980432
19541,1.0329942772977292
19591,1.0329819551843205
19641,1.0329696644792692
19691,1.0329574050228663
19741,1.0329451766566171
19791,1.032932979223231
19841,1.032920812566607
19891,1.0329086765318227
19941,1.0328965709651234
19991,1.032884495713909
20041,1.0328724506267226
20091,1.0328604355532403
20141,1.0328484503442585
20191,1.0328364948516837
20241,1.0328245689285214
20291,1.0328126724288644
20341,1.0328008052078836
20391,1.0327889671218162
20441,1.0327771580279559
20491,1.0327653777846417
20541,1.032753626251249
20591,1.0327419032881786
20641,1.032730208756847
20691,1.032718542519677
20741,1.0327069044400867
20791,1.0326952943824816
20841,1.0326837122122439
20891,1.0326721577957234
20941,1.0326606310002289
20991,1.032649131694018
21041,1.032637659746289
21091,1.0326262150271712
21141,1.0326147974077169
21191,1.0326034067598917
21241,1.032592042956567
21291,1.0325807058715102
21341,1.0325693953793778
21391,1.0325581113557056
21441,1.0325468536769018
21491,1.0325356222202375
21541,1.0325244168638399
21591,1.0325132374866839
21641,1.032502083968584
21691,1.0324909561901867
21741,1.0324798540329636
21791,1.032468777379202
21841,1.0324577261119998
21891,1.0324467001152557
21941,1.032435699273664
21991,1.0324247234727058
22041,1.0324137725986424
22091,1.032402846538509
22141,1.0323919451801058
22191,1.0323810684119934
22241,1.0323702161234842
22291,1.0323593882046365
22341,1.0323485845462474
22391,1.0323378050398466
22441,1.0323270495776897
22491,1.0323163180527513
22541,1.0323056103587192
22591,1.0322949263899879
22641,1.0322842660416527
22691,1.0322736292095023
22741,1.0322630157900143
22791,1.032252425680348
22841,1.032241858778339
22891,1.0322313149824929
22941,1.0322207941919799
22991,1.0322102963066284
23041,1.0321998212269201
23091,1.0321893688539834
23141,1.0321789390895886
23191,1.032168531836142
23241,1.0321581469966803
23291,1.0321477844748657
23341,1.0321374441749795
23391,1.0321271260019182
23441,1.0321168298611874
23491,1.032106555658896
23541,1.032096303301753
23591,1.03208607269706
23641,1.032075863752708
23691,1.0320656763771723
23741,1.032055510479506
23791,1.032045365969337
23841,1.032035242756862
23891,1.0320251407528422
23941,1.0320150598685989
23991,1.0320050000160075
24041,1.031994961107495
24091,1.0319849430560335
24141,1.0319749457751364
24191,1.031964969178854
24241,1.0319550131817692
24291,1.031945077698993
24341,1.0319351626461593
24391,1.0319252679394224
24441,1.031915393495451
24491,1.031905539231425
24541,1.0318957050650306
24591,1.0318858909144575
24641,1.031876096698393
24691,1.0318663223360194
24741,1.0318565677470093
24791,1.0318468328515218
24841,1.0318371175701988
24891,1.0318274218241608
24941,1.0318177455350028
24991,1.0318080886247916
25041,1.0317984510160605
25091,1.0317888326318072
25141,1.0317792333954887
25191,1.0317696532310185
25241,1.0317600920627623
25291,1.0317505498155355
25341,1.0317410264145985
25391,1.0317315217856537
25441,1.0317220358548422
25491,1.0317125685487398
25541,1.0317031197943545
25591,1.0316936895191218
25641,1.0316842776509028
25691,1.03167488411798
25741,1.0316655088490538
25791,1.0316561517732403
25841,1.0316468128200673
25891,1.031637491919471
25941,1.0316281890017933
25991,1.0316189039977786
26041,1.0316096368385703
26091,1.0316003874557085
26141,1.031591155781126
26191,1.0315819417471463
26241,1.0315727452864798
26291,1.0315635663322211
26341,1.0315544048178467
26391,1.0315452606772109
26441,1.031536133844544
26491,1.0315270242544488
26541,1.031517931841898
26591,1.0315088565422323
26641,1.0314997982911558
26691,1.0314907570247347
26741,1.031481732679394
26791,1.031472725191915
26841,1.0314637344994328
26891,1.0314547605394335
26941,1.0314458032497515
26991,1.031436862568567
27041,1.0314279384344032
27091,1.0314190307861242
27141,1.0314101395629327
27191,1.0314012647043664
27241,1.0313924061502966
27291,1.0313835638409257
27341,1.0313747377167835
27391,1.0313659277187268
27441,1.0313571337879353
27491,1.0313483558659107
27541,1.0313395938944725
27591,1.0313308478157577
27641,1.0313221175722174
27691,1.0313134031066142
27741,1.0313047043620214
27791,1.031296021281819
27841,1.0312873538096925
27891,1.031278701889631
27941,1.031270065465924
27991,1.03126144448316
28041,1.0312528388862245
28091,1.0312442486202973
28141,1.0312356736308503
28191,1.0312271138636464
28241,1.0312185692647367
28291,1.031210039780458
28341,1.0312015253574325
28391,1.0311930259425635
28441,1.0311845414830352
28491,1.03117607192631
28541,1.0311676172201267
28591,1.0311591773124986
28641,1.0311507521517114
28691,1.0311423416863212
28741,1.0311339458651532
28791,1.031125564637299
28841,1.0311171979521159
28891,1.0311088457592235
28941,1.0311005080085034
28991,1.0310921846500964
29041,1.0310838756344012
29091,1.0310755809120726
29141,1.0310673004340194
29191,1.0310590341514025
29241,1.0310507820156347
29291,1.0310425439783766
29341,1.0310343199915368
29391,1.0310261100072695
29441,1.0310179139779727
29491,1.0310097318562865
29541,1.0310015635950924
29591,1.0309934091475104
29641,1.030985268466898
29691,1.0309771415068487
29741,1.03096902822119
29791,1.0309609285639825
29841,1.0309528424895174
29891,1.0309447699523158
29941,1.0309367109071268
29991,1.030928665308926
1000,1.0473274072677643
